"date_time","emoji_code","user"
"2014-01-21 20:07:00","1f316","Marth"
"2014-01-21 20:07:00","1f317","Marth"
"2014-01-21 20:07:00","1f318","Marth"
"2014-01-21 20:07:00","1f31c","Marth"
"2014-01-21 20:07:00","1f31b","Marth"
"2014-01-21 20:07:00","1f319","Marth"
"2014-01-21 20:07:00","1f30d","Marth"
"2014-01-21 20:07:00","1f30e","Marth"
"2014-01-21 20:07:00","1f30f","Marth"
"2014-01-21 20:07:00","1f30b","Marth"
"2014-01-21 20:07:00","1f30c","Marth"
"2014-01-21 20:07:00","1f320","Marth"
"2014-01-21 20:07:00","1f300","Marth"
"2014-01-21 20:07:00","1f301","Marth"
"2014-01-21 20:07:00","1f308","Marth"
"2014-01-21 20:07:00","1f30a","Marth"
"2014-01-22 00:40:00","1f425","Dave"
"2014-01-22 00:45:00","1f3a5","Marth"
"2014-01-22 00:45:00","1f44d","Marth"
"2014-01-25 15:06:00","1f479","Owen"
"2014-01-25 15:10:00","1f451","Tegan"
"2014-01-28 18:08:00","1f38f","Phil"
"2014-01-31 11:07:00","1f614","Owen"
"2014-02-01 14:20:00","1f6b2","Marth"
"2014-02-05 14:35:00","1f42d","Tegan"
"2014-02-06 08:09:00","1f382","Eliza"
"2014-02-06 09:14:00","1f432","Owen"
"2014-02-06 09:14:00","1f382","Owen"
"2014-02-06 09:14:00","1f37b","Owen"
"2014-02-06 09:14:00","1f31b","Owen"
"2014-02-06 09:14:00","1f556","Owen"
"2014-02-06 09:19:00","1f562","Sam"
"2014-02-06 09:19:00","1f354","Sam"
"2014-02-06 09:19:00","1f37a","Sam"
"2014-02-06 09:19:00","1f3a4","Sam"
"2014-02-06 09:19:00","1f319","Sam"
"2014-02-06 09:19:00","1f479","Sam"
"2014-02-06 09:19:00","1f4a5","Sam"
"2014-02-06 09:19:00","1f491","Sam"
"2014-02-06 09:19:00","1f449","Sam"
"2014-02-06 09:19:00","1f44c","Sam"
"2014-02-06 09:19:00","1f631","Sam"
"2014-02-06 09:41:00","1f31b","Owen"
"2014-02-06 09:41:00","1f364","Owen"
"2014-02-06 09:41:00","1f31e","Owen"
"2014-02-06 09:41:00","1f31c","Owen"
"2014-02-06 09:41:00","1f491","Owen"
"2014-02-06 09:41:00","1f432","Owen"
"2014-02-06 09:41:00","1f46c","Owen"
"2014-02-06 09:41:00","1f449","Owen"
"2014-02-06 09:41:00","1f448","Owen"
"2014-02-06 09:41:00","1f432","Owen"
"2014-02-06 09:51:00","1f432","Mike"
"2014-02-06 09:51:00","1f449","Mike"
"2014-02-06 09:51:00","1f44c","Mike"
"2014-02-06 09:51:00","1f51c","Mike"
"2014-02-06 09:51:00","1f4a5","Mike"
"2014-02-06 09:51:00","1f633","Mike"
"2014-02-06 09:51:00","1f64d","Mike"
"2014-02-06 09:52:00","1f602","Owen"
"2014-02-06 09:52:00","1f602","Owen"
"2014-02-06 09:52:00","1f432","Owen"
"2014-02-06 09:52:00","1f449","Owen"
"2014-02-06 09:52:00","1f44c","Owen"
"2014-02-06 09:52:00","1f51c","Owen"
"2014-02-06 09:52:00","1f4a5","Owen"
"2014-02-06 09:52:00","1f633","Owen"
"2014-02-06 09:52:00","1f647","Owen"
"2014-02-06 09:59:00","1f432","Owen"
"2014-02-06 09:59:00","1f382","Owen"
"2014-02-06 09:59:00","1f31c","Owen"
"2014-02-06 09:59:00","1f364","Owen"
"2014-02-06 09:59:00","1f31e","Owen"
"2014-02-08 13:12:00","1f51c","Shaggy"
"2014-02-13 12:13:00","1f603","Eliza"
"2014-02-13 12:13:00","1f388","Eliza"
"2014-02-13 12:13:00","1f407","Eliza"
"2014-02-14 19:25:00","1f48f","Vanessa"
"2014-02-14 19:25:00","1f48b","Vanessa"
"2014-02-16 10:33:00","1f31e","Vanessa"
"2014-02-19 21:35:00","1f451","Tegan"
"2014-02-21 16:46:00","1f37a","Owen"
"2014-03-11 19:10:00","1f408","Eliza"
"2014-03-11 19:10:00","1f425","Eliza"
"2014-03-11 19:11:00","1f44d","Tegan"
"2014-03-11 19:11:00","1f40a","Owen"
"2014-03-11 19:11:00","1f42c","Owen"
"2014-03-11 19:11:00","1f552","Owen"
"2014-03-12 17:02:00","1f389","Krizia"
"2014-03-12 17:02:00","1f389","Krizia"
"2014-03-12 17:02:00","1f389","Krizia"
"2014-03-12 17:02:00","1f389","Krizia"
"2014-03-12 17:02:00","1f389","Krizia"
"2014-03-12 17:02:00","1f38a","Krizia"
"2014-03-12 17:02:00","1f38a","Krizia"
"2014-03-12 17:02:00","1f38a","Krizia"
"2014-03-21 21:03:00","1f389","Vanessa"
"2014-03-21 21:03:00","1f389","Vanessa"
"2014-03-21 21:03:00","1f389","Vanessa"
"2014-03-21 21:03:00","1f38a","Vanessa"
"2014-03-21 21:03:00","1f38a","Vanessa"
"2014-03-21 21:03:00","1f38a","Vanessa"
"2014-03-27 20:42:00","1f633","Hannah"
"2014-03-27 20:42:00","1f389","Hannah"
"2014-03-27 20:42:00","1f389","Hannah"
"2014-03-27 20:42:00","1f389","Hannah"
"2014-03-27 20:42:00","1f38a","Hannah"
"2014-03-27 20:42:00","1f38a","Hannah"
"2014-03-27 20:42:00","1f38a","Hannah"
"2014-03-27 20:42:00","1f388","Hannah"
"2014-03-27 20:42:00","1f388","Hannah"
"2014-03-27 20:42:00","1f388","Hannah"
"2014-03-27 20:42:00","1f47b","Hannah"
"2014-03-27 20:42:00","1f47b","Hannah"
"2014-03-27 20:42:00","1f47b","Hannah"
"2014-03-28 16:44:00","1f44d","Bunn"
"2014-03-29 11:32:00","1f60e","Vanessa"
"2014-03-29 17:22:00","1f44d","Lora"
"2014-04-08 15:48:00","1f614","Lora"
"2014-04-11 13:36:00","1f37a","Bunn"
"2014-04-11 13:36:00","1f37a","Bunn"
"2014-04-11 13:36:00","1f37a","Bunn"
"2014-04-11 13:36:00","1f37a","Bunn"
"2014-04-11 13:36:00","1f37a","Bunn"
"2014-04-20 10:33:00","1f609","Shaggy"
"2014-04-24 19:41:00","1f46f","Lora"
"2014-04-24 19:41:00","1f46f","Lora"
"2014-04-24 19:41:00","1f46f","Lora"
"2014-04-24 19:41:00","1f46f","Lora"
"2014-04-25 01:03:00","1f618","Lora"
"2014-04-25 01:03:00","1f618","Lora"
"2014-04-25 17:50:00","1f629","Krizia"
"2014-04-25 17:50:00","1f60a","Krizia"
"2014-04-28 18:34:00","1f44f","Krizia"
"2014-04-28 18:34:00","1f389","Krizia"
"2014-04-28 18:34:00","1f389","Krizia"
"2014-04-28 18:34:00","1f389","Krizia"
"2014-04-28 18:34:00","1f389","Krizia"
"2014-04-30 10:47:00","1f44d","Sam"
"2014-05-09 17:41:00","1f60d","Krizia"
"2014-05-09 17:41:00","1f60d","Krizia"
"2014-05-13 21:44:00","1f389","Krizia"
"2014-05-13 21:44:00","1f389","Krizia"
"2014-05-13 21:44:00","1f389","Krizia"
"2014-05-13 22:01:00","1f409","Owen"
"2014-05-13 22:01:00","1f382","Owen"
"2014-05-13 22:03:00","1f389","Vanessa"
"2014-05-13 22:03:00","1f389","Vanessa"
